"ID","cluster"
"JQ944705","Cosmopolitan CA1_A1.1"
"KC252633","Cosmopolitan CA1_A1"
"KY649620","Cosmopolitan CA1_A1"
"MF172976","Cosmopolitan CA1_A1"
"MH267792","Cosmopolitan CA1_A1"
"KM016899","Cosmopolitan CA1_A1"
"KC595280","Cosmopolitan CA1_A1.1"
"KC595281","Cosmopolitan CA1_A1.1"
"KC595282","Cosmopolitan CA1_A1.1"
"KC595283","Cosmopolitan CA1_A1.1"
"KP997032","Cosmopolitan CA1_A1.1"
"MF197741","Cosmopolitan CA1_A1.1"
"KT728348","Cosmopolitan CA1_A1.1.1"
"KT728349","Cosmopolitan CA1_A1.1.1"
"KX148159","Cosmopolitan CA1_B1"
"MK760700","Cosmopolitan CA1_B1"
"MK760706","Cosmopolitan CA1_B1"
"MK760707","Cosmopolitan CA1_B1"
"MK760712","Cosmopolitan CA1_B1"
"MK760723","Cosmopolitan CA1_B1"
"MK760731","Cosmopolitan CA1_B1"
"MK760734","Cosmopolitan CA1_B1"
"MK760744","Cosmopolitan CA1_B1"
"MK760753","Cosmopolitan CA1_B1"
"MK760755","Cosmopolitan CA1_B1"
