"ID","N","gap","Length_before","Length_after","Year","cluster"
"KX148115",0,116,12042,11926,1996,62
"KX148116",0,116,12042,11926,1996,62
"MF197742",0,427,12042,11615,2014,62
"KX148117",0,116,12042,11926,1997,62
"MG458306",0,118,12042,11924,2018,62
"KX148113",0,119,12042,11923,1991,45
"KX148114",0,117,12042,11925,1995,45
"KX148118",0,119,12042,11923,1994,5
"KX148122",0,2027,12042,10015,1991,63
"KX148123",0,408,12042,11634,1991,63
"KX148124",0,331,12042,11711,1991,63
"LT909547",0,319,12042,11723,2018,63
"KX148119",0,173,12042,11869,1993,63
"KX148120",0,179,12042,11863,1993,63
"KX148121",0,110,12042,11932,1993,63
"KX148129",0,119,12042,11923,1994,64
"KX148130",0,118,12042,11924,1994,64
"KX148131",0,117,12042,11925,1994,64
"KX148133",0,115,12042,11927,1986,64
"MG458310",0,117,12042,11925,1986,64
"KX148132",0,117,12042,11925,1994,5
"KX148134",0,115,12042,11927,1994,5
"EU293115",0,118,12042,11924,1991,65
"KX148127",0,115,12042,11927,1991,65
"KX148128",0,117,12042,11925,1992,65
"KX148125",0,119,12042,11923,1994,65
"KX148126",0,112,12042,11930,1996,65
"LN879481",0,117,12042,11925,1998,5
"KX148135",0,117,12042,11925,1991,5
"KX148136",0,119,12042,11923,1993,66
"KX148138",0,119,12042,11923,1993,66
"KX148139",0,119,12042,11923,1993,66
"KX148137",0,119,12042,11923,1993,66
"KX148140",0,119,12042,11923,1986,66
"MG458311",0,128,12042,11914,1998,66
"KX148141",0,115,12042,11927,1992,46
"KX148142",0,119,12042,11923,1994,46
"KX148143",0,119,12042,11923,1993,33
"KX148144",0,119,12042,11923,1994,33
"KX148145",0,119,12042,11923,1986,33
"KX148148",0,125,12042,11917,1992,67
"KX148149",0,246,12042,11796,1991,67
"LT909537",0,243,12042,11799,2018,67
"KF154997",1,244,12042,11797,2013,67
"LT909538",0,244,12042,11798,2018,67
"JQ944704",0,117,12042,11925,2009,40
"KX148150",0,119,12042,11923,1986,40
"LT909532",0,118,12042,11924,2018,40
"KX148146",0,119,12042,11923,1993,34
"KX148147",0,116,12042,11926,1988,34
"MF197743",0,119,12042,11923,2010,28
"KX148152",0,119,12042,11923,1996,28
"KX148153",0,110,12042,11932,1996,28
"KX148154",0,161,12042,11881,1997,28
"KX148151",0,116,12042,11926,1996,28
"KX148155",0,169,12042,11873,1993,24
"KX148156",0,119,12042,11923,1991,24
"KX148157",0,119,12042,11923,1993,24
"KX148158",0,119,12042,11923,1993,24
"MK760744",0,119,12042,11923,2014,68
"MK760755",0,128,12042,11914,2014,68
"MK760700",0,193,12042,11849,2012,68
"MK760706",0,157,12042,11885,2012,68
"MK760723",0,158,12042,11884,2013,68
"MK760712",0,119,12042,11923,2013,47
"MK760734",0,119,12042,11923,2013,47
"KX148159",0,119,12042,11923,1974,35
"MK760731",0,119,12042,11923,2014,35
"MK760753",0,119,12042,11923,2014,35
"MK760707",0,119,12042,11923,2012,35
"KT728348",0,175,12042,11867,2003,31
"KT728349",0,128,12042,11914,2003,31
"KC595281",0,119,12042,11923,2011,29
"KC595282",0,119,12042,11923,2011,29
"KC595283",0,119,12042,11923,2011,29
"MF197741",0,119,12042,11923,2008,29
"KC595280",0,125,12042,11917,2011,29
"KP997032",0,119,12042,11923,2014,29
"JQ944705",0,119,12042,11923,2008,29
"MF172976",0,119,12042,11923,2018,69
"MH267792",0,120,12042,11922,2017,69
"KY649620",0,119,12042,11923,2018,69
"KC252633",0,121,12042,11921,2011,69
"KM016899",0,119,12042,11923,2014,69
"KY765901",0,139,12042,11903,2012,23
"LN879480",0,119,12042,11923,2002,23
"JQ944708",1,122,12042,11919,2008,21
"KX148160",0,119,12042,11923,1991,21
"KX148161",0,119,12042,11923,1972,5
"MG458312",5,128,12042,11909,1997,5
"KY860596",0,119,12042,11923,2014,70
"KY860597",0,119,12042,11923,2014,70
"KY860600",2,128,12042,11912,2014,70
"KY860594",0,128,12042,11914,2012,70
"KY860598",0,128,12042,11914,2014,70
"KY860599",0,167,12042,11875,2014,70
"KY860591",0,119,12042,11923,2008,17
"KY860602",0,119,12042,11923,2014,17
"KY860601",0,164,12042,11878,2014,17
"KY860593",0,188,12042,11854,2010,17
"KY860589",0,127,12042,11915,2006,17
"KY860592",0,119,12042,11923,2009,17
"KY860588",0,120,12042,11922,2004,17
"KY860584",0,177,12042,11865,1999,17
"KY860583",0,119,12042,11923,1999,17
"KY860586",1,119,12042,11922,2001,71
"KY860595",8,152,12042,11882,2012,71
"KY860603",2,217,12042,11823,2015,71
"KY860587",113,213,12042,11716,2001,71
"KY860590",0,122,12042,11920,2007,71
"KY860585",170,197,12042,11675,2001,17
"KY860607",0,128,12042,11914,2001,17
"KY860608",0,122,12042,11920,2001,17
"MK760711",0,128,12042,11914,2013,72
"MK760746",0,119,12042,11923,2014,72
"MK760717",0,128,12042,11914,2013,72
"MK760743",0,128,12042,11914,2014,72
"MK760714",0,164,12042,11878,2013,72
"MK760730",1,119,12042,11922,2014,72
"MK760718",2,128,12042,11912,2013,72
"KY860612",0,119,12042,11923,1989,72
"KX148162",0,119,12042,11923,1993,73
"KX148164",0,119,12042,11923,1993,73
"KX148165",0,121,12042,11921,1993,73
"KX148166",0,188,12042,11854,1993,73
"KX148163",0,119,12042,11923,1993,73
"KX148167",0,119,12042,11923,1993,48
"KY860609",0,128,12042,11914,2001,48
"MK760708",1,122,12042,11919,2012,74
"MK760767",0,122,12042,11920,2015,74
"MK760721",0,119,12042,11923,2013,74
"MK760733",0,123,12042,11919,2014,74
"MK760765",0,119,12042,11923,2014,74
"MK760713",0,119,12042,11923,2013,16
"MK760748",0,120,12042,11922,2014,16
"MK760693",0,119,12042,11923,2009,16
"MK760732",0,119,12042,11923,2014,16
"MK760725",1,123,12042,11918,2013,75
"MK760752",0,119,12042,11923,2014,75
"MK760685",0,119,12042,11923,2009,75
"MK760762",804,168,12042,11070,2014,75
"MK760703",0,119,12042,11923,2012,75
"MK760749",0,120,12042,11922,2014,75
"MK760726",0,119,12042,11923,2013,16
"MK760705",0,119,12042,11923,2012,76
"MK760750",0,119,12042,11923,2014,76
"MK760722",0,119,12042,11923,2013,76
"MK760689",0,119,12042,11923,2010,76
"MK760698",0,119,12042,11923,2012,76
"MK760674",0,169,12042,11873,2008,49
"MK760696",0,169,12042,11873,2012,49
"MK760737",0,119,12042,11923,2013,77
"MK760740",0,120,12042,11922,2013,77
"MK760736",0,120,12042,11922,2014,77
"MK760724",0,119,12042,11923,2013,77
"MK760694",0,240,12042,11802,2009,77
"MK760677",0,240,12042,11802,2009,50
"MK760701",0,240,12042,11802,2012,50
"MK760704",0,240,12042,11802,2012,16
"MK760699",0,240,12042,11802,2012,16
"MK760758",0,240,12042,11802,2014,16
"MK760738",0,240,12042,11802,2014,16
"MK760671",0,240,12042,11802,2008,16
"MK760741",0,239,12042,11803,2013,78
"MK760754",0,242,12042,11800,2014,78
"MK760720",0,242,12042,11800,2013,78
"MK760745",0,242,12042,11800,2014,78
"MK760670",0,241,12042,11801,2008,78
"MK760716",0,241,12042,11801,2013,11
"KX148185",0,241,12042,11801,1996,11
"MK760695",0,241,12042,11801,2011,11
"MK760742",0,241,12042,11801,2014,11
